,Unnamed: 0,Unnamed: 0.1,retro_game_id,year,month,day,st_fl,regseason_fl,playoff_fl,game_type,game_type_des,local_game_time,game_id,home_team_id,away_team_id,home_team_lg,away_team_lg,interleague_fl,park_id,park_name,park_location,inning_number,bat_home_id,outs_ct,pit_mlbid,pit_first_name,pit_last_name,pit_box_name,pit_hand_cd,bat_mlbid,bat_first_name,bat_last_name,bat_box_name,bat_hand_cd,ab_number,start_bases,end_bases,event_outs_ct,pa_ball_ct,pa_strike_ct,pitch_seq,pa_terminal_fl,pa_event_cd,pitch_res,pitch_des,pitch_id,x,y,start_speed,end_speed,sz_top,sz_bot,pfx_x,pfx_z,px,pz,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,break_y,break_angle,break_length,pitch_type,pitch_type_seq,type_confidence,zone,spin_dir,spin_rate,sv_id
878,534202,2481,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",5,0,1,506433,Yu,Darvish,Darvish,R,424825,Coco,Crisp,Crisp,L,35,___,___,2,0,2,SSB,F,3,B,Ball,258,81.25,210.38,80.1,74.0,3.18,1.5,13.73,-1.85,0.938,1.052,-2.589,50.0,5.5520000000000005,4.024,-117.34299999999999,-2.833,18.848,25.410999999999998,-34.643,23.8,-29.0,11.9,SL,CU|FC|SL,0.9129999999999999,14.0,82.537,2350.2,160817_203638
879,534203,2482,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",5,0,1,506433,Yu,Darvish,Darvish,R,424825,Coco,Crisp,Crisp,L,35,___,___,2,1,2,SSBS,T,3,S,Called Strike,259,127.63,194.69,94.4,87.1,3.27,1.5,-1.92,11.75,-0.27899999999999997,1.633,-2.42,50.0,5.415,6.52,-137.971,-8.596,-3.7110000000000003,29.826,-9.382,23.8,11.8,2.4,FF,CU|FC|SL|FF,0.898,7.0,189.24599999999998,2428.167,160817_203703
880,534204,2483,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",5,0,2,506433,Yu,Darvish,Darvish,R,502143,Danny,Valencia,Valencia,R,36,___,___,3,0,0,S,F,3,S,Called Strike,263,171.58,186.16,93.1,86.4,3.43,1.45,-6.67,8.08,-1.432,1.949,-2.395,50.0,5.564,4.9430000000000005,-136.325,-6.654,-12.655999999999999,27.706,-16.776,23.8,32.9,4.6,FT,FT,0.9009999999999999,13.0,219.417,2121.149,160817_203742
881,534205,2484,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",5,0,2,506433,Yu,Darvish,Darvish,R,502143,Danny,Valencia,Valencia,R,36,___,___,3,0,1,SS,F,3,S,Called Strike,264,110.29,192.12,94.3,86.1,3.55,1.64,0.08,12.39,0.17600000000000002,1.7280000000000002,-2.319,50.0,5.516,6.735,-137.842,-8.706,0.155,33.181999999999995,-8.482000000000001,23.7,-9.3,2.3,FF,FT|FF,0.895,8.0,179.627,2493.6279999999997,160817_203805
882,534206,2485,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",5,0,2,506433,Yu,Darvish,Darvish,R,502143,Danny,Valencia,Valencia,R,36,___,___,3,0,2,SSB,F,3,B,Ball,265,93.79,0.0,89.3,82.2,3.44,1.64,-8.32,10.72,0.609,-1.104,-2.088,50.0,5.322,9.674,-129.95,-13.755999999999998,-14.17,28.271,-13.84,23.8,36.1,4.9,FT,FT|FF|FT,0.883,14.0,217.699,2586.917,160817_203832
883,534207,2486,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",5,0,2,506433,Yu,Darvish,Darvish,R,502143,Danny,Valencia,Valencia,R,36,___,___,3,1,2,SSBS,T,3,S,Swinging Strike,266,116.96,138.04,95.2,87.4,3.59,1.64,0.15,11.58,0.001,3.7310000000000003,-2.3209999999999997,50.0,5.681,6.334,-139.442,-3.6689999999999996,0.3,31.765,-9.337,23.8,-9.6,2.1,FF,FT|FF|FT|FF,0.8909999999999999,12.0,179.24900000000005,2376.212,160817_203904
884,534227,2506,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",6,0,0,506433,Yu,Darvish,Darvish,R,519390,Stephen,Vogt,Vogt,L,42,___,___,1,0,0,B,F,2,B,Ball,318,154.39,148.25,68.5,63.2,3.27,1.46,9.15,-9.46,-0.981,3.353,-2.296,50.0,6.184,0.251,-100.271,4.9860000000000015,9.216000000000001,17.915,-41.626999999999995,23.8,-12.7,16.9,CU,CU,0.8959999999999999,11.0,44.272,1910.152,160817_205459
885,534228,2507,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",6,0,0,506433,Yu,Darvish,Darvish,R,519390,Stephen,Vogt,Vogt,L,42,___,___,1,1,0,BB,F,2,B,Ball,319,169.79,154.24,85.2,79.3,3.34,1.49,-6.18,7.65,-1.385,3.1310000000000002,-2.44,50.0,5.7520000000000024,4.606,-124.896,-2.48,-9.872,22.495,-19.881,23.9,24.1,5.6,FS,CU|FS,0.9009999999999999,11.0,218.765,1831.394,160817_205517
886,534229,2508,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",6,0,0,506433,Yu,Darvish,Darvish,R,519390,Stephen,Vogt,Vogt,L,42,___,___,1,2,0,BBB,F,2,B,Ball,320,103.32,196.93,90.5,84.2,3.14,1.37,-7.17,7.8,0.359,1.55,-2.176,50.0,5.525,9.093,-132.19,-6.962999999999999,-12.835999999999999,25.178,-18.139,23.9,29.9,5.1,FT,CU|FS|FT,0.898,9.0,222.44400000000002,2087.394,160817_205534
887,534230,2509,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",6,0,0,506433,Yu,Darvish,Darvish,R,519390,Stephen,Vogt,Vogt,L,42,___,___,1,3,0,BBBS,F,2,S,Called Strike,321,96.99,187.78,90.0,83.4,3.2,1.38,-3.05,13.43,0.525,1.889,-2.318,50.0,5.481,8.443999999999999,-131.563,-7.756,-5.395,25.79,-8.363,23.8,21.0,2.4,FF,CU|FS|FT|FF,0.905,9.0,192.765,2692.26,160817_205553
888,534231,2510,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",6,0,0,506433,Yu,Darvish,Darvish,R,519390,Stephen,Vogt,Vogt,L,42,___,___,1,3,1,BBBSX,T,2,X,"In play, out(s)",322,113.15,192.75,91.5,84.7,3.34,1.49,-1.95,13.58,0.10099999999999999,1.705,-2.376,50.0,5.47,7.226,-133.719,-8.579,-3.5469999999999997,26.962,-7.349,23.8,13.2,2.1,FF,CU|FS|FT|FF|FF,0.9,8.0,188.13,2720.738,160817_205610
889,534232,2511,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",6,0,1,506433,Yu,Darvish,Darvish,R,501981,Khris,Davis,"Davis, K",R,43,___,___,2,0,0,S,F,2,S,Called Strike,326,152.64,174.82,93.0,85.9,3.57,1.61,-1.18,12.4,-0.935,2.369,-2.454,50.0,5.568,4.505,-136.214,-7.004,-2.222,28.676,-8.7,23.8,7.3,2.2,FF,FF,0.897,13.0,185.40599999999998,2511.335,160817_205658
890,534233,2512,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",6,0,1,506433,Yu,Darvish,Darvish,R,501981,Khris,Davis,"Davis, K",R,43,___,___,2,0,1,SS,F,2,S,Swinging Strike,327,139.91,142.47,93.4,86.7,3.57,1.61,-0.38,11.14,-0.601,3.5669999999999997,-2.3890000000000002,50.0,5.587999999999999,4.989,-136.91,-3.5039999999999996,-0.7340000000000001,27.463,-10.747,23.8,-1.2,2.4,FF,FF|FF,0.895,1.0,181.96,2271.868,160817_205721
891,534234,2513,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",6,0,1,506433,Yu,Darvish,Darvish,R,501981,Khris,Davis,"Davis, K",R,43,___,___,2,0,2,SSX,T,2,X,"In play, out(s)",328,118.37,194.39,82.6,77.4,3.57,1.61,7.35,-0.21,-0.036000000000000004,1.6440000000000001,-2.659,50.0,5.465,3.997,-120.986,-2.4090000000000003,11.01,21.340999999999998,-32.409,23.9,-19.5,9.4,SL,FF|FF|SL,0.871,8.0,88.777,1320.545,160817_205748
892,534235,2514,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",6,0,2,506433,Yu,Darvish,Darvish,R,475174,Yonder,Alonso,Alonso,L,44,___,___,3,0,0,S,F,3,S,Called Strike,332,129.77,183.19,79.1,72.9,3.33,1.47,12.07,-3.61,-0.335,2.059,-2.637,50.0,5.676,1.681,-115.943,-0.12,16.211,24.289,-36.946999999999996,23.8,-24.0,12.2,SL,SL,0.912,7.0,73.594,2114.56,160817_205903
893,534236,2515,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",6,0,2,506433,Yu,Darvish,Darvish,R,475174,Yonder,Alonso,Alonso,L,44,___,___,3,0,1,SS,F,3,S,Called Strike,333,106.75,189.15,94.0,87.2,3.33,1.47,-3.72,12.14,0.26899999999999996,1.838,-2.2430000000000003,50.0,5.544,8.158,-137.339,-8.498,-7.1739999999999995,27.549,-8.673,23.8,28.3,2.5,FF,SL|FF,0.91,9.0,196.97400000000002,2595.623,160817_205925
894,534237,2516,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",6,0,2,506433,Yu,Darvish,Darvish,R,475174,Yonder,Alonso,Alonso,L,44,___,___,3,0,2,SSS,T,3,S,Swinging Strike,334,115.82,201.55,67.0,62.5,3.33,1.47,8.51,-8.52,0.031,1.379,-2.094,50.0,5.905,1.974,-98.20700000000001,1.706,8.228,16.929000000000002,-40.347,23.9,-11.9,17.2,CU,SL|FF|CU,0.904,14.0,45.191,1713.237,160817_205947
895,534256,2535,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",7,0,0,506433,Yu,Darvish,Darvish,R,543760,Marcus,Semien,Semien,R,49,___,1__,0,0,0,S,F,20,S,Called Strike,375,1.0,1.0,88.2,83.3,3.41,1.61,-5.69,6.29,-0.436,2.949,-2.258,50.0,5.8329999999999975,6.619,-129.211,-3.346,-9.894,19.715,-21.163,23.9,22.4,5.4,FS,FS,0.797,1.0,221.94,1662.099,160817_211203
896,534257,2536,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",7,0,0,506433,Yu,Darvish,Darvish,R,543760,Marcus,Semien,Semien,R,49,___,1__,0,0,1,SX,T,20,X,"In play, no out",376,133.62,159.16,80.0,74.9,3.46,1.61,11.89,-1.24,0.505,2.024,-2.66,50.0,5.7120000000000015,3.7569999999999997,-117.208,-1.26,16.635,20.951999999999998,-33.838,23.9,-26.7,11.0,SL,FS|SL,0.9079999999999999,9.0,84.288,2069.33,160817_211220
897,534258,2537,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",7,0,0,506433,Yu,Darvish,Darvish,R,592387,Ryon,Healy,"Healy, R",R,50,1__,12_,0,0,0,S,F,20,S,Called Strike,380,130.2727479457869,125.22343546284228,92.7,86.3,3.4,1.59,-0.67,11.19,-0.2,3.17,-2.246,50.0,5.615,5.7479999999999976,-135.752,-4.564,-1.263,25.853,-10.934000000000001,23.9,0.9,2.5,FF,FF,0.899,2.0,183.40099999999998,2273.929,160817_211310
898,534259,2538,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",7,0,0,506433,Yu,Darvish,Darvish,R,592387,Ryon,Healy,"Healy, R",R,50,1__,12_,0,0,1,SX,T,20,X,"In play, no out",381,176.73,159.35,91.1,85.2,3.51,1.63,-6.01,6.08,-1.567,2.9419999999999997,-2.345,50.0,5.612,4.143,-133.452,-3.137,-11.032,24.005,-20.951999999999998,23.9,25.6,5.3,FT,FF|FT,0.899,11.0,224.51,1710.7479999999994,160817_211332
899,534260,2539,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",7,0,0,506433,Yu,Darvish,Darvish,R,519295,Jake,Smolinski,Smolinski,R,51,12_,1_3,1,0,0,X,T,2,X,"In play, out(s)",386,105.07,187.08,90.1,84.1,3.47,1.54,-8.2,6.84,0.313,1.915,-2.262,50.0,5.472,9.538,-131.76,-5.511,-14.644,23.95,-19.895,23.9,31.9,5.6,FT,FT,0.8909999999999999,9.0,230.019,2104.245,160817_211439
900,534261,2540,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",7,0,1,506433,Yu,Darvish,Darvish,R,571970,Max,Muncy,Muncy,L,52,___,___,2,0,0,S,F,3,S,Called Strike,392,111.7,177.49,88.1,82.2,3.33,1.49,7.23,3.26,0.139,2.27,-2.489,50.0,5.629,4.317,-129.072,-3.403,12.305,24.579,-26.549,23.9,-25.6,7.2,FC,FC,0.8590000000000001,5.0,114.56700000000001,1520.755,160817_211558
901,534262,2541,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",7,0,1,506433,Yu,Darvish,Darvish,R,571970,Max,Muncy,Muncy,L,52,___,___,2,0,1,SS,F,3,S,Swinging Strike,393,127.67,180.57,88.3,83.1,3.45,1.6,5.45,2.02,-0.28,2.156,-2.517,50.0,5.612,3.928,-129.36700000000002,-3.3369999999999997,9.415,22.226,-28.615,23.9,-18.9,7.2,FC,FC|FC,0.8690000000000001,7.0,110.708,1128.761,160817_211621
902,534263,2542,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",7,0,1,506433,Yu,Darvish,Darvish,R,571970,Max,Muncy,Muncy,L,52,___,___,2,0,2,SSB,F,3,B,Ball,394,62.03,210.03,90.5,85.4,3.32,1.6,3.72,0.59,1.442,1.065,-2.4290000000000003,50.0,5.479,8.913,-132.273,-5.727,6.728,22.961,-31.031,23.9,-14.1,7.4,FC,FC|FC|FC,0.895,14.0,99.64200000000001,748.5060000000003,160817_211649
903,534264,2543,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",7,0,1,506433,Yu,Darvish,Darvish,R,571970,Max,Muncy,Muncy,L,52,___,___,2,1,2,SSBS,T,3,S,Swinging Strike,395,102.1,202.01,90.0,85.3,3.45,1.6,3.59,0.89,0.391,1.3619999999999999,-2.468,50.0,5.5420000000000025,6.285,-131.813,-5.185,6.472,21.596,-30.505,24.0,-13.2,7.2,FC,FC|FC|FC|FC,0.895,14.0,104.461,735.637,160817_211716
904,534265,2544,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",7,0,2,506433,Yu,Darvish,Darvish,R,424825,Coco,Crisp,Crisp,L,53,1_3,___,3,0,0,S,F,3,S,Swinging Strike,399,109.34,199.12,73.5,68.6,3.32,1.5,8.37,-7.56,0.201,1.469,-2.198,50.0,5.742000000000001,2.7889999999999997,-107.794,0.568,9.796,19.655,-40.946,23.9,-14.0,14.6,CU,CU,0.735,14.0,48.15600000000001,1769.771,160817_211801
905,534266,2545,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",7,0,2,506433,Yu,Darvish,Darvish,R,424825,Coco,Crisp,Crisp,L,53,1_3,___,3,0,1,SB,F,3,B,Ball,400,90.58,206.54,91.0,86.1,3.28,1.5,5.65,2.54,0.693,1.194,-2.535,50.0,5.442,6.6129999999999995,-133.149,-6.106,10.376,22.34,-27.432,24.0,-21.7,6.7,FC,CU|FC,0.898,14.0,114.56200000000001,1243.0339999999999,160817_211829
906,534267,2546,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",7,0,2,506433,Yu,Darvish,Darvish,R,424825,Coco,Crisp,Crisp,L,53,1_3,___,3,1,1,SBS,F,3,S,Foul,401,131.9,146.55,95.5,88.7,3.32,1.5,0.13,9.76,-0.391,3.4160000000000004,-2.56,50.0,5.518,5.972,-139.938,-3.5789999999999997,0.26899999999999996,28.267,-12.532,23.8,-6.2,2.7,FF,CU|FC|FF,0.892,11.0,179.217,2036.54,160817_211912
907,534268,2547,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",7,0,2,506433,Yu,Darvish,Darvish,R,424825,Coco,Crisp,Crisp,L,53,1_3,___,3,1,2,SBSB,F,3,B,Ball In Dirt,402,41.68,224.25,91.1,86.3,3.32,1.5,4.68,4.21,1.976,0.5379999999999999,-2.45,50.0,5.4170000000000025,10.119,-132.91,-8.337,8.574,21.808000000000003,-24.377,24.0,-21.2,6.1,FC,CU|FC|FF|FC,0.909,14.0,132.284,1265.008,160817_211951
908,534269,2548,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",7,0,2,506433,Yu,Darvish,Darvish,R,424825,Coco,Crisp,Crisp,L,53,1_3,___,3,2,2,SBSBB,F,3,B,Ball,403,217.82,131.37,68.0,62.6,3.23,1.5,8.55,-11.25,-2.645,3.978,-2.55,50.0,6.0310000000000015,-2.356,-99.50200000000001,7.0420000000000025,8.492,17.421,-43.265,23.8,-10.9,17.5,CU,CU|FC|FF|FC|CU,0.9,11.0,37.439,2036.6960000000001,160817_212051
909,534270,2549,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",7,0,2,506433,Yu,Darvish,Darvish,R,424825,Coco,Crisp,Crisp,L,53,1_3,___,3,3,2,SBSBBS,T,3,S,Swinging Strike,404,164.57,160.67,94.7,88.2,3.32,1.5,0.02,9.93,-1.248,2.8930000000000002,-2.605,50.0,5.41,3.73,-138.77100000000002,-4.677,0.048,26.855999999999998,-12.455,23.9,-3.2,2.7,FF,CU|FC|FF|FC|CU|FF,0.8959999999999999,11.0,179.862,2061.53,160817_212121
910,534298,2577,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",8,0,0,506433,Yu,Darvish,Darvish,R,502143,Danny,Valencia,Valencia,R,62,___,_2_,0,0,0,B,F,21,B,Ball,492,138.08,130.0,87.5,81.9,3.51,1.64,0.28,8.43,-0.5529999999999999,4.029,-2.43,50.0,5.847,4.697,-128.188,-1.15,0.473,21.69400000000001,-17.795,23.9,-3.9,4.3,FC,FC,0.767,11.0,178.118,1628.24,160817_214538
911,534299,2578,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",8,0,0,506433,Yu,Darvish,Darvish,R,502143,Danny,Valencia,Valencia,R,62,___,_2_,0,1,0,BX,T,21,X,"In play, no out",493,141.78,169.01,89.3,82.9,3.59,1.64,1.38,10.07,-0.65,2.5839999999999996,-2.524,50.0,5.471,4.393,-130.813,-4.689,2.412,25.32,-14.49,23.8,-11.8,3.6,FF,FC|FF,0.638,4.0,172.235,1979.404,160817_214601
